GENUS$,SPECIES$,FAMILY$,GRWFRM2$,GRWFRM1$,SP$,SG60C_AVG,SG100C_AVG,SG60C_SEM,SG100C_SEM,SG60C_N,SG100C_N,WSG_CHAVE,FRUIT_FRSH,FRUIT_DRY,N_SEEDFULL,N_SEEDEMPTY,DSPR_FRESH,DSPR_DRY,SEED_FRESH,SEED_DRY,N_INDS,N_FRUIT,N_DIASPORE,N_SEEDS,DAWS_DSPRDRY,DBH_AVG,HEIGHT_AVG,DIAM_AVG,DBH_SEM,HEIGHT_SEM,DIAM_SEM,DBH_N,HEIGHT_N,DIAM_N,LEAFAREA_AVD,LEAFLET_AVD,LEAFTHCK_AVD,LMADISC_AVD,LMALEAF_AVD,LMALAM_AVD,LDDISC_AVD,LDMC_AVD,LEAFAREA_SED,LEAFLET_SED,LEAFTHCK_SED,LMADISC_SED,LMALEAF_SED,LMALAM_SED,LDDISC_SED,LDMC_SED,LEAFAREA_ND,LEAFLET_ND,LEAFTHCK_ND,LMADISC_ND,LMALEAF_ND,LMALAM_ND,LDDISC_ND,LDMC_ND,LEAFAREA_AVI,LEAFLET_AVI,LEAFTHCK_AVI,LMADISC_AVI,LMALEAF_AVI,LMALAM_AVI,LDDISC_AVI,LDMC_AVI,LEAFAREA_SEI,LEAFLET_SEI,LEAFTHCK_SEI,LMADISC_SEI,LMALEAF_SEI,LMALAM_SEI,LDDISC_SEI,LDMC_SEI,LEAFAREA_NI,LEAFLET_NI,LEAFTHCK_NI,LMADISC_NI,LMALEAF_NI,LMALAM_NI,LDDISC_NI,LDMC_NI,AVG_LAMTUF,AVG_VEINTUF,SEM_LAMTUF,SEM_VEINTUF,N_LAMTUF,N_VEINTUF,RGR_10,N_RGR10,RGR_50,N_RGR50,RGR_100,N_RGR100,MORT_10,N_MORT10,MORT_100,N_MORT100
Lacmellea,panamensis,Apocynaceae,M,M,LACMPA,0.515866468,0.502221027,0.008145397,0.009040476,8,7,0.471327,4.592804,1.381792,2,0,0.691033,0.268380667,0.517795667,0.227050667,5,25,50,50,,307,21.75402643,3.858319444,15.32536025,2.510101676,0.248737209,6,6,6,23.59416667,,273.75,92.09934817,95.28702012,92.90619544,0.336370565,0.383227239,3.749370904,,24.21331704,8.41880222,9.749765129,9.905563316,0.0144235,0.006806634,4,0,4,4,4,4,4,4,26.07047619,,213.5714286,52.59608901,51.26991736,49.69804604,0.240547931,0.306370972,3.473940947,,14.78876205,7.17156638,7.680127397,7.479537714,0.018013561,0.019755064,7,0,7,7,7,7,7,7,214.2631579,2120.3,17.43685049,164.9935778,19,19,5.138536,125,1.488025,120,1.066449275,207,0.706188679,265,0.754977169,219
Laetia,procera,Flacourtiace,T,T,LAETPR,0.587810391,0.577446594,0.013517628,0.011198326,4,5,0.653382,,,,,,,,,,,,,0.005,376.6,28.47408711,5.906,58.52144906,0.540949676,0.966984804,5,5,5,41.95833333,,202,96.31377838,105.1985148,102.7591909,0.477388756,0.440217056,3.356654116,,7.01981323,4.982336714,6.854457566,6.749072307,0.012726467,0.003531136,4,0,5,5,4,4,5,4,70.92875,,136.875,45.34726905,49.92848227,49.38458945,0.323520365,0.342023664,17.09916723,,15.87120835,8.539951222,8.449671235,8.347537485,0.026869132,0.024831893,4,0,4,4,4,4,4,4,403.6714286,3900.585714,35.73737913,347.5633611,14,14,7.848956522,23,2.169475,40,1.880204082,49,4.57344,75,1.224054545,55
Laetia,thamnia,Flacourtiace,U,U,LAETTH,0.74077429,0.726633857,0.008978767,0.010154871,6,6,0.66,14.452085,4.403366667,31.25,0.55,0.02692875,0.008654167,0.01273875,0.00370375,4,8,24,32,,154.1666667,14.45884879,3.431904762,10.83333333,0.524372659,0.460398294,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,22.17166667,,197.0454545,65.04015203,65.9182596,64.49434095,0.328952295,0.325295093,1.530559101,,5.40337955,3.790493572,4.026146049,3.978973133,0.01427411,0.010709011,11,0,11,11,11,11,11,11,422.2333333,2729.933333,21.8622346,191.7667854,15,15,2.376434304,1545,1.354117371,426,0.871322222,90,3.031615321,2428,4.210351351,111
Lafoensia,punicifolia,Lythraceae,T,T,LAFOPU,0.685528742,0.673760774,0.014416368,0.014267935,9,9,0.704,21.3205,14.3301,84.5,0,0.072755556,0.038405556,0.006833333,0.006166667,3,10,46,6,0.036,242,19.24448821,5.097281746,61.03414345,2.1404188,0.319746223,4,4,3,10.26666667,,271.6666667,123.1737469,123.9263222,120.3416071,0.452354774,0.425285932,,,,,,,,,1,0,1,1,1,1,1,1,15.06166667,,223.3333333,78.44459429,81.64582474,79.19603869,0.351249277,0.427772695,0.565,,15,12.137559,8.958091966,8.839430004,0.032387798,0.022979499,2,0,2,2,2,2,2,2,332.2833333,4764.766667,14.66804728,606.2105831,6,6,12.7922,5,4.488875,8,2.005666667,18,1.562285714,14,3.691956522,23
Gordonia,fruticosa,Theaceae,T,T,LAPLFR,0.421819245,0.416404334,0.019242934,0.018417856,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leandra,dichotoma,Melastomatac,S,S,LEANDI,,,,,,,,,,,,,,,,,,,,0.000008,15,2.58,0.28875,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,47.13,,198.3333333,31.46774556,34.48553055,32.30231579,0.158835216,0.209189926,,,,,,,,,1,0,1,1,1,1,1,1,238.9,1437.95,57.7,101.65,2,2,6.143,1,,0,,0,0,2,,0
Lennea,viridiflora,Fabaceae:Pap,M,M,LENNVI,0.846269853,0.827749756,0.02140894,0.021543524,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Licania,affinis,Chrysobalana,T,T,LICAAF,0.808721973,0.794264299,0.014207451,0.014618886,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Licania,hypoleuca,Chrysobalana,T,M,LICAHY,0.854514486,0.835924446,0.022284526,0.019923448,8,9,0.856292,0.64435,0.302775,1,0,0.3796,0.211425,0.142525,0.0847,1,4,4,4,,163.75,17.81769376,4.123875,40.47298482,3.45520262,1.700117403,4,4,4,12.24833333,,236.6666667,104.4054844,105.3141805,102.0162106,0.449024436,0.50916972,1.288333333,,36.66666667,5.282085862,0.927282912,0.641343422,0.046984073,0.01230801,2,0,2,2,2,2,2,2,24.44033333,,176.75,60.93504158,61.8319418,60.15969739,0.344179189,0.442436545,2.61541554,,4.100304867,3.985984854,3.624737456,3.427462927,0.018780989,0.01016816,10,0,10,10,10,10,10,10,537.8173913,4467.5125,35.46814562,199.4902432,23,24,1.563557457,409,0.964606742,89,0.458887097,62,1.03639646,565,3.85408,75
Licania,platypus,Chrysobalana,T,T,LICAPL,0.690848184,0.681527318,,,1,1,0.642277,23.506772,9.202948,1,0,9.865924,5.08756,8.553424,4.50296,5,25,25,25,,305.8,19.21150784,3.667714286,123.6868627,3.564114891,0.756333895,5,5,5,66.89666667,,223.3333333,84.51337379,88.94939463,85.99131219,0.378920697,0.395854033,,,,,,,,,1,0,1,1,1,1,1,1,91.39363636,,202.9166667,70.09065708,72.518966,69.77076986,0.343263301,0.385741313,7.920254504,,7.410734207,5.318504097,5.077461325,4.988260381,0.018961187,0.00993851,11,0,12,12,11,11,12,11,634.9416667,5464.266667,53.07285367,355.7434981,12,12,1.632873031,1079,1.091252336,107,0.854903226,31,2.204906117,1406,3.716488889,45
Lindackeria,laurina,Flacourtiace,M,M,LINDLA,0.702366009,0.693259135,0.0127081,0.01229738,5,5,,1.705112444,0.609606444,2.473333333,0.822222222,0.086417852,0.04322,0.055690586,0.037742191,5,34,93,68,,227.5,17.33485373,3.477678571,6.015258376,1.547708142,0.729106006,6,6,5,221.2783333,,182.0833333,57.14767363,74.1208453,66.38539512,0.314800535,0.380168522,39.04166667,,4.583333333,7.585974376,3.480426492,4.00709447,0.034591338,0.005979497,2,0,2,2,2,2,2,2,191.660625,,197.7083333,66.78467071,78.25761204,70.81009285,0.339531263,0.389504572,20.88019058,,8.414412121,3.958260933,3.210636439,3.166843828,0.013778844,0.009497211,8,0,8,8,8,8,8,8,558.2357143,4225.957143,23.98949772,312.4558358,14,14,2.265538462,26,1.299918919,37,0.551925094,267,7.793646465,99,1.830965714,350
Lonchocarpus,atropurpureu,Fabaceae:Pap,"S,T",,LONCAT,0.738098782,0.729182128,0.01411587,0.014767277,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lonchocarpus,ferruginea,Fabaceae:Pap,T,T,LONCFE,0.750012165,0.734351032,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lonchocarpus,heptaphyllus,Fabaceae:Pap,T,T,LONCLA,0.69183175,0.666150017,0.019543317,0.022283248,7,6,,0.53637,0.195165,1.2,0.05,0.09404625,0.0523425,0.07884,0.045275,4,20,36,36,,480.25,30.5586663,4.11475,45.45029336,1.776822056,0.30399325,4,4,4,208.18,1.333333333,244.4444444,80.46752079,110.3761676,94.14708072,0.33873887,0.404547263,27.37,5.238744549,30.82707644,2.465645115,1.520298331,4.054098778,0.036046207,0.025670858,2,3,3,3,2,2,3,2,350.945,6,187.9166667,42.20049449,55.32708283,46.07491671,0.218915086,0.295086428,93.44031629,0.707106781,13.28768227,10.90552528,14.28857175,12.23716845,0.042720498,0.018430399,4,4,4,4,4,4,4,4,407.5,3454.9375,39.17784086,426.7963879,8,8,2.010090127,2208,1.053133791,583,0.615368807,545,2.359014526,3511,3.223244168,643
Lonchocarpus,minimiflorus,Fabaceae:Pap,T,T,LONCMI,0.760764144,0.759597723,0.002952632,0.008080437,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pavonia,dasypetala,Malvaceae,"T,S",,LOPIDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,1,,0,,0,0,2,,0
Lozania,pittieri,Lacistematac,U,U,LOZAPI,0.427520214,0.420686341,0.007662931,0.006926996,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.59,,203.3333333,49.22454484,47.52807043,45.87555936,0.240994062,0.228153671,,,,,,,,,1,0,1,1,1,1,1,1,440.2,3190.7,49.4,42.4,2,2,1.888608696,23,1.4675,2,0.82,2,11.61345238,42,16.168,5
Luehea,seemannii,Tiliaceae,T,T,LUEHSE,0.588018963,0.571630422,0.021728616,0.019560619,4,5,0.41664,0.361807083,0.244037917,41.9975,0.59,0.002460357,0.001307768,0.001025,0.000760556,7,33,142,42,0.003,1036.4,32.36566281,9.368380952,49.62721028,1.185538934,0.44863759,5,5,5,46.58916667,,275,85.45740616,107.9486199,103.1016248,0.303606798,0.462359454,4.439124533,,16.49915823,12.36322766,15.43014671,15.03286347,0.028776617,0.022714096,4,0,5,5,4,4,5,4,65.18611111,,215.5555556,58.4775605,58.7498116,56.99373273,0.252446425,0.374379883,6.079738232,,65.10200922,24.94709241,24.51079485,23.84482929,0.031762816,0.049510092,3,0,3,3,3,3,3,3,595.7307692,4001.107692,48.23416624,487.4253166,13,13,4.247292793,222,1.539064,125,0.877869565,322,9.067114783,575,0.95844,450
Luehea,speciosa,Tiliaceae,T,T,LUEHSP,0.61879696,0.613907388,0.016433235,0.016640846,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lycianthes,maxonii,Solanaceae,S,S,LYCIMA,,,,,,,,0.270413333,0.040373333,4.466666667,0,0.010701667,0.006935,0.0061475,0.004625,3,15,51,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.164,1,,0,,0,0,2,,0
Mabea,occidentalis,Euphorbiacea,U,U,MABEOC,0.630567085,0.604820408,0.035617139,0.032780437,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macfadyena,unguis-cati,Bignoniaceae,Climber,Climber,MACFUN,,,,,,,,,,,,0.04184,0.03697,0.0212,0.01913,1,,10,10,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machaerium,pittieri,Fabaceae,Climber,Climber,MACHAR,0.593125245,0.602815116,0.004092987,0.044453922,2,4,,,,,,,,,,,,,,,,,,,,,,,,220.9316667,,233.3333333,,80.50205478,,,,70.16833333,,16.66666667,,11.88951223,,,,2,0,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machaerium,floribundum,Fabaceae,Climber,Climber,MACHFL,0.406613402,0.400072165,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machaerium,kegelii,Fabaceae,Climber,Climber,MACHKE,0.438155466,0.419773827,0.042063512,0.02159934,2,4,,0.093884,0.083976,1,0,0.080516,0.072836,0.043884,0.041268,5,25,25,25,,,,,,,,,,,228.77425,,,,125.8697176,,,,48.59225,,,,11.82294036,,,,2,0,0,0,2,0,0,0,261.06,11,322.5,83.95144976,100.1024536,81.78652674,0.260257275,0.405774841,,,,,,,,,1,1,1,1,1,1,1,1,681.7,5667.75,24.1,306.85,2,2,,,,,,,,,,
Machaerium,isadelphum,Fabaceae,Climber,Climber,MACHM1,,0.420769803,,,0,1,,,,,,0.16229,0.1203,0.1047,0.07231,1,,10,10,,,,,,,,,,,8.143333333,,170,,94.33737862,,,,,,,,,,,,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machaerium,milleflorum,Fabaceae,Climber,Climber,MACHM2,0.345309917,0.423910158,,0.079550654,1,2,,,,,,0.10411,0.09417,0.065,0.05918,1,,10,10,,,,,,,,,,,76.381,,,,62.39053813,,,,,,,,,,,,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machaerium,seemanii,Fabaceae,Climber,Climber,MACHSE,0.518700608,0.503974164,,,1,1,,0.47416,0.32706,1,0,0.27664,0.17758,0.26374,0.16956,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.42666667,10.66666667,155,47.87592717,53.13144415,41.99284776,0.314097405,0.3982237,,,,,,,,,1,1,1,1,1,1,1,1,547.65,5726.6,0.85,289.8,2,2,,,,,,,,,,
Maclura,tinctoria,Moraceae,>10 cm dbh,U,MACLTI,0.69668091,0.689681551,0.057603982,0.057425982,5,5,0.783778,,,,,,,,,,,,,,326,25.12783066,5.565,,,,1,1,1,36.11,,193.3333333,47.42638795,64.05633668,59.93851219,0.24525518,0.312329172,,,,,,,,,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,228.25,1907.55,43.35,474.85,2,2,1.25,1,14.193,1,5.2305,4,0,3,0,3
Macrocnemum,roseum,Rubiaceae,M,M,MACRGL,0.518408527,0.514268281,0.008201142,0.008226894,5,5,0.4515,0.03014,0.02602,130.8,234.2,3.89333E-05,,,,1,5,0,0,,282.8,18.93754213,3.580142857,36.94644773,2.653316699,0.233812065,5,5,5,77.98333333,,242.5,62.82310632,64.7740434,62.7645867,0.258513091,0.266037788,18.26333333,,15.83333333,4.83254664,4.892678696,4.537384278,0.002826553,0.006773702,2,0,2,2,2,2,2,2,98.86666667,,245.3571429,49.27270976,51.10327559,49.4204483,0.196122716,0.211155627,14.59724208,,14.4656329,7.584888393,7.307759429,7.071978822,0.019813606,0.016886196,7,0,7,7,7,7,7,7,298.8666667,1877.926667,24.39694295,188.3272867,15,15,1.861560311,257,1.080972222,72,0.742211538,104,1.539741688,391,1.087596774,124
Mosannona,garwoodii,Annonaceae,M,M,MALMSP,0.74535132,0.729503564,0.011567101,0.011446371,5,5,,0.7773,0.3537,1,0,0.43726,0.25898,0.35094,0.21642,1,5,5,5,,137.1666667,13.19833333,2.21297619,4.915395316,0.707433939,0.161091665,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,28.60075758,,173.030303,67.71695376,69.22554969,68.17588227,0.395144387,0.399312527,1.833093819,,7.378025597,3.014853017,2.707135427,2.810752633,0.018419402,0.012947057,11,0,11,11,11,11,11,11,512.44,3316.533333,24.55710313,143.8204177,15,15,2.132151254,1276,0.751424615,325,0.366142857,70,0.43449768,1724,1.511089744,78
Malpighia,romeroana,Malpighiacea,S,S,MALPRO,,,,,,,,,,,,,,,,,,,,,23.2,3.816,0.79,2.083266666,0.42724232,0.214442106,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,51.32083333,,200.6944444,44.07357459,43.41796213,42.67401519,0.223071,0.228956025,6.012267424,,6.362566549,5.700500086,4.231279737,4.148541848,0.034456619,0.018254131,6,0,6,6,6,6,6,6,606.8636364,1998.036364,340.8327346,183.4912553,11,11,1.609735,200,1.69125,4,,0,2.663,270,,0
Manilkara,bidentata,Sapotaceae,T,T,MANIBI,0.857113991,0.840637135,0.01849457,0.018622453,5,5,,11.53292,3.74234,1,0,1.800644,1.026956,1.02872,0.474368,5,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manilkara,chicle,Sapotaceae,T,T,MANICH,0.82938181,0.818228788,0.015329286,0.017829833,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mansoa,kerere,Bignoniaceae,Climber,Climber,MANSKE,,0.506405626,,0.025354885,0,2,,,,,,,,,,,,,,,,,,,,,,,,85.84166667,,213.3333333,,76.28977536,,,,5.858333333,,3.333333333,,8.917733162,,,,2,0,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maprounea,guianensis,Euphorbiacea,T,T,MAPRGU,0.594152311,0.582638781,0.014059816,0.014748857,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maquira,guianensis,Moraceae,T,M,MAQUCO,0.678711043,0.643463725,0.026299863,0.030349883,6,7,,1.333576,0.310484,1,0,0.505004,0.218956,0.439616,0.203092,5,25,25,25,,173,15.29116474,2.612916667,6.416125518,0.942780002,0.304944923,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,81.0625,,203.3333333,57.20386604,64.77104505,62.92691493,0.280251031,0.327286118,4.131927608,,4.77099001,4.858439036,5.275231905,5.019483361,0.020705683,0.015022209,10,0,10,10,10,10,10,10,318.4111111,3653.6,25.04171766,295.9885422,9,8,2.272609802,4285,0.921464613,1526,0.40011471,741,1.040336887,6379,3.932595883,923
Marila,laxiflora,Clusiaceae,M,M,MAR1LA,0.694914827,0.672906679,0.014095684,0.015593303,5,5,,0.32157,0.05367,2,0.1,0.054303333,0.020183333,0.014163333,0.012173333,2,10,20,13,,19.14285714,3.247142857,0.631666667,5.444213054,0.403063946,0.143645493,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,127.7388636,,140.2272727,45.99092748,54.4212434,52.27036563,0.328429995,0.33165832,11.17851975,,5.01901801,2.165497805,2.983157341,2.820025783,0.009870125,0.006599,11,0,11,11,11,11,11,11,603.0428571,3809.214286,51.04055277,805.1981151,7,7,2.639,45,4.8034,5,0.361738095,42,0.736709677,62,1.308,51
Marila,pluricostata,Clusiaceae,M,M,MAR1PL,0.705931851,0.692613322,0.006951504,0.006449088,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maripa,panamensis,Convolvulace,Climber,Climber,MAR2PA,0.417593085,0.45749685,,0.049102507,1,5,,5.604316795,1.455724769,2.615064103,0.208974359,0.982430748,0.246547994,0.465742417,0.238340833,6,49,117,69,0.353,,,,,,,,,,60.16591667,,316.1111111,66.08226568,113.480206,67.1120014,0.260037608,0.305305842,6.865100544,,35.12323982,,9.302363036,,,,6,0,3,1,6,1,1,1,100.005,,256.25,62.71072151,75.40662534,69.96684251,0.245668932,0.333018179,1.17,,23.75,2.697235334,10.51630582,9.812028701,0.012545815,0.008257466,2,0,2,2,2,2,2,2,578.4833333,4550.1,15.45385425,301.6334531,6,6,,,,,,,,,,
Maranthes,panamensis,Chrysobalana,T,T,MARAPA,0.793054617,0.7778602,0.031098994,0.029518373,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcgravia,nepenthoides,Marcgraviace,Climber,Climber,MARCNE,,,,,,,,1.74732,0.638392,,,0.000076,0.000054,,,1,5,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margaritaria,nobilis,Euphorbiacea,U,U,MARGNO,0.669418535,0.663259415,0.010571797,0.010421942,5,5,0.688515,,,,,,,,,,,,,0.008,118,16.41536481,2.225,,,,1,1,1,63.895,,237.5,69.79096426,72.95515911,71.72051795,0.29374616,0.307577248,,,,,,,,,1,0,1,1,1,1,1,1,33.39333333,,200,48.10069679,55.50916604,54.68908035,0.241761186,0.335902231,,,,,,,,,1,0,1,1,1,1,1,1,328.575,1811.275,40.77685976,117.0301412,4,4,5.403,6,4.231,3,1.931,6,4.120384615,13,3.973428571,7
Martinella,obovata,Bignoniaceae,Climber,Climber,MARTOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.73,3,235,69.45380984,75.70661186,67.96731608,0.29694109,0.316979723,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mascagnia,hiraea,Malpighiacea,Climber,Climber,MASCHI,,0.654949034,,0.044800257,0,3,,,,,,0.096,0.0632,0.04479,0.027,1,,10,10,,,,,,,,,,,68.862,,221.3333333,51.92178018,92.29515407,61.60420921,0.360969087,0.39094229,9.801014154,,42.35563717,,13.79157046,,,,5,0,5,1,5,1,1,1,80.39083333,,180,95.13373792,97.13803553,93.89436989,0.524890486,0.475576235,14.60416667,,20,15.79006518,13.36172569,13.65172077,0.02986453,0.032214368,2,0,2,2,2,2,2,2,678.6,4033.1,29.45060837,297.2643521,4,4,,,,,,,,,,
Mascagnia,ovatifolia,Malpighiacea,Climber,Climber,MASCNE,,0.365083838,,0.043227507,0,2,,,,,,0.00845,0.0072,0.001565,0.00255,1,,2,2,,,,,,,,,,,30.05,,251.6666667,,64.68097452,,,,3.78,,18.33333333,,5.206871253,,,,2,0,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matayba,apetala,Sapindaceae,T,T,MATAAP,0.596417179,0.586586661,0.048586331,0.048999899,6,6,,3.41752,1.50774,3,0,0.384126667,0.237566667,0.263546667,0.175353333,1,5,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matayba,scrobiculata,Sapindaceae,M,M,MATASC,0.642276851,0.628809159,0.034227557,0.033553086,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maytenus,schippii,Celastraceae,M,M,MAYTSC,0.757514914,0.743754107,0.016539792,0.016906848,5,5,,,,,,,,,,,,,,,247.3333333,21.17276382,3.473452381,17.60807895,1.263693425,0.462830817,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,56.20106061,,237.4242424,89.38065755,89.63137372,87.88749248,0.372624064,0.35333206,4.951149419,,10.18791529,7.792634178,6.561669007,6.491751849,0.018842079,0.014787507,11,0,11,11,11,11,11,11,448.1619048,3302.857143,15.80790561,171.5276331,21,21,1.886683417,199,1.33,98,0.876101124,89,0.689586103,331,2.337339806,103
Mendoncia,gracilis,Acanthaceae,Climber,Climber,MENDGR,0.220772201,0.243684097,,0.029486634,1,2,,0.83152,0.24808,,,0.10064,0.06952,0.08592,0.05716,1,5,5,5,,,,,,,,,,,31.49166667,,314.4444444,61.36210384,59.63633698,57.82408763,0.194486289,0.222317976,2.794363871,,4.006168084,1.348617667,1.435431498,1.244470926,0.000564369,0.012544305,3,0,3,2,3,2,2,2,46.47416667,,300,52.09035738,56.56896977,53.71877303,0.172968409,0.215993292,13.49083333,,0,5.225893459,3.143828071,3.050179491,0.016542261,0.010362468,2,0,2,2,2,2,2,2,248.24,4586.9,27.66979581,554.6950685,5,5,,,,,,,,,,
Mendoncia,litoralis,Acanthaceae,Climber,Climber,MENDLI,,0.276470588,,,0,1,,1.86839,0.57935,1,0,0.48806,0.31426,0.2682,0.19972,2,10,10,5,,,,,,,,,,,49.93666667,,240,,45.80835461,,,,,,,,,,,,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miconia,affinis,Melastomatac,U,U,MICOAF,0.585019124,0.570413915,0.018593844,0.017300412,5,5,,,,,,,,,,,,,,0.0002,87,8.6825,1.985833333,5.90197707,0.508139991,0.327606005,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,105.6715,,146.6666667,46.24634749,52.15780915,50.43464993,0.323588296,0.310543521,8.679281202,,8.106162874,1.913569278,1.907458741,1.885025664,0.01929904,0.005034595,10,0,10,10,10,10,10,10,284.9611111,1131.472222,24.90747078,46.47287691,18,18,3.597848199,1166,1.733488152,211,1.2345,14,4.452255044,1933,15.32967857,28
Miconia,argentea,Melastomatac,M,M,MICOAR,0.682673638,0.696562594,0.020111594,0.008550335,7,5,0.589266,0.08013,0.06945,64.6,14,6.58611E-05,,,,2,10,0,0,0.00008,300,20.22488455,4.60175,19.68755952,1.025668052,0.634718392,5,5,5,124.98,,294.1666667,109.3504158,100.444845,93.98199559,0.371528706,0.367472608,38.62599029,,12.7747581,3.316780077,12.99497014,12.41825226,0.010642634,0.01368862,3,0,4,4,3,3,4,3,226.97875,,252.5,56.4733648,69.24314866,59.94729107,0.224908584,0.285984778,21.07095356,,17.2334193,4.209432365,6.265135484,5.235083877,0.003862814,0.01576975,4,0,4,4,4,4,4,4,291.0785714,1513.55,23.94613043,110.7215341,14,14,5.619350958,1305,3.714614232,267,1.792864253,221,14.1382475,3204,5.991979933,299
