SP4$,SP6$,FAMILY$,GENUS$,SPECIES$,OLDNAME$,CLIMBER$,FREE$,LIANA$,VINE$,SHRUB$,UNDERSTORY$,MIDSTORY$,TREE$,HERB$,EPIPHYTE$,HEMIEPIPHYT$,PARASITE$,FRUIT_FRSH,FRUIT_DRY,N_SEEDFULL,N_SEEDEMPTY,DSPR_FRESH,DSPR_DRY,SEED_FRESH,SEED_DRY,N_INDS,N_FRUIT,N_DIASPORE,N_SEEDS,DAWS_DSPRDRY
DOLD,DOLIDE,Dilleniaceae,Doliocarpus,dentatus,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.16882,0.0483,1,0,0.03646,0.01044,0.01882,0.00338,1,5,5,5,
DOLO,DOLIOL,Dilleniaceae,Doliocarpus,olivaceus,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.690696,0.611324,1.72,0,0.2128,0.131208,0.118372,0.072948,5,25,43,43,
DRYS,DRYPST,Euphorbiacea,Drypetes,standleyi,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.75148,0.951972,1,0,1.285568,0.559241,0.613965,0.261744,5,25,24,24,
DUSA,DUSSAT,Fabaceae:Pap,Dussia,atropurpurea,Dussia munda,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,16.39673,4.780746667,1.083333333,0,7.646024167,2.468325,4.9916425,1.976140833,3,10,11,11,
ELAO,ELAEOL,Arecaceae,Elaeis,oleifera,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.99758,3.098466667,1,,2.703466667,2.22404,0.79828,0.593746667,3,15,15,15,2.507
ENTC,ENTECY,Fabaceae:Mim,Enterolobium,cyclocarpum,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,31.97561,26.81350867,11.3,2.016666667,0.85217375,0.7509175,0.435136667,0.390457083,4,18,70,70,0.545
ENTM,ENTAMO,Fabaceae,Entada,gigas,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,396.4153333,268.4493333,10.4,1.555555556,25.70206667,17.60557667,15.74725333,10.18277333,3,8,32,32,
ENTS,ENTESC,Fabaceae:Mim,Enterolobium,schomburgkii,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.7584,7.7835,21.14285714,0.428571429,0.074914286,0.067264286,0.0951,0.04415,1,7,28,8,
EPPR,,Cactaceae,Epiphyllum,phyllanthus,,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,7.45309,0.7561,99.2,3.375,0.00323,0.00140325,0.00158625,0.00108125,2,7,28,28,
ERYC,ERY1CO,Fabaceae:Pap,Erythrina,costaricensi,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,14.75031,1.527815,11.025,2.875,0.22364875,0.02663625,0.137785,0.01503625,4,20,80,80,
ERYP,ERY2PA,Erythroxylac,Erythroxylum,panamense,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.179272,0.03198,1,0,0.045612,0.023204,0.027892,0.015756,5,25,25,25,
ESCP,,,,,,,,,,,,,,,,,,25.25364,11.61061,1.8,,3.17724,1.455395,2.586305,1.192955,2,6,10,10,
EUGC,EUGECO,Myrtaceae,Eugenia,coloradoensi,Eugenia colo,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.421693125,0.816726875,1.03125,0,0.883270625,0.486145938,0.721615313,0.414572813,4,30,31,31,
EUGG,EUGEGA,Myrtaceae,Eugenia,galalonensis,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.480784,0.202272,1.04,0,0.236802,0.14993,0.188936,0.117772,5,25,26,26,
EUGN,EUGENE,Myrtaceae,Eugenia,nesiotica,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.250204,0.913696,1.41,0,1.691951333,0.444578667,0.650243333,0.34089,5,25,34,35,
EUGO,EUGEOE,Myrtaceae,Eugenia,oerstediana,Eugenia oers,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.234296,0.105688,1.44,,0.127666,0.075998,0.108752,0.063838,5,25,26,26,
EUGV,EUGEVE,Myrtaceae,Eugenia,venezuelensi,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.21312,0.07445,1.1,0,0.07788,0.0484375,0.0585575,0.0359275,2,20,22,22,
FARL,FARALU,Rubiaceae,Faramea,luteovirens,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.239414,0.593688,1,0,0.592304,0.340948,0.458494,0.25969,5,50,50,50,
FARO,FARAOC,Rubiaceae,Faramea,occidentalis,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.514526,0.36629,1,0,0.416378,0.242188,0.325216,0.193216,5,30,30,25,
FEVC,FEVICO,Cucurbitacea,Fevillea,cordifolia,,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,85.7068,39.9746,2.933333333,0.1,7.666534722,5.229056944,4.3294,3.527870833,3,5,32,12,
FICI,FICUCI,Moraceae,Ficus,citrifolia,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,,,,,,,,,,,,,0.0009
FIDU,FICUDU,Moraceae,Ficus,dugandii,,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,,,,,,,,,,,,,0.0001
FIIN,FICUIN,Moraceae,Ficus,insipida,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,15.23838,3.05618,231.6,451.4,0.002695,0.001945,0.001085,0.000695,1,5,20,20,0.001
FIOB,FICUOB,Moraceae,Ficus,obtusifolia,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,8.599747619,2.621326667,382.8761905,259.5047619,0.00335,0.001651667,0.000477685,0.000211111,3,17,42,29,0.001
FIP2,FICUPE,Moraceae,Ficus,pertusa,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.771266667,0.10434,124.3333333,130.3333333,0.000708834,,,,1,3,0,0,
FIPA,FICUPA,Moraceae,Ficus,paraensis,,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,1.7906,0.34944,105.4,252.4,0.001511955,,,,1,5,0,0,
FIPO,FICUPO,Moraceae,Ficus,popenoei,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,4.13318,0.88828,148.8,133.2,0.00049,,,,1,5,0,0,0.0005
FIS1,FISSFE,Fabaceae:Pap,Fissicalyx,fendleri,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,0.569077778,0.485966667,0.248788889,0.214,1,,9,9,
FISF,FISCBL,Asclepiadace,Fischeria,blepharopeta,Fischeria fu,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.339233333,0.277533333,1,,0.107833333,0.088166667,0.096866667,0.0807,1,3,3,3,
FISI,,,,,,,,,,,,,,,,,,0.739488,0.322652,1,,0.267476,0.13026,0.24084,0.120244,5,25,25,25,
FITR,FICUTR,Moraceae,Ficus,trigonata,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,11.9973,4.02313,1134.6,742.8,0.0021525,0.00054,0.00022375,0.00045,2,6,6,3,
FORV,FORSVI,Apocynaceae,Forsteronia,viridescens,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.256,3.7874,22,0.6,0.042955,0.027865,0.00276,0.001525,1,5,20,20,
GENA,GENIAM,Rubiaceae,Genipa,americana,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,174.3411612,59.35373067,193.3566667,2.693333333,0.206562333,0.094404917,0.411328833,0.084051583,5,26,104,84,0.123
GEOI,GEONIN,Arecaceae,Geonoma,interrupta,Geonoma oxyc,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.081195,0.049555,1,0,0.052795,0.03658,0.033825,0.028695,4,20,20,20,
GEOP,,,,,,,,,,,,,,,,,,0.138385,0.07598,1,,0.08568,0.0578,0.07508,0.05267,4,20,20,20,
GEOR,,Rubiaceae,Geophila,repens,,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.273423333,0.01945,1.733333333,0.266666667,0.012695,0.007485,0.00551,0.003981667,6,30,52,52,
GNEL,GNETLE,Gnetaceae,Gnetum,leyboldii,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,14.174462,6.157220143,1,0,10.31968393,4.848010643,9.158816286,4.506973143,5,40,40,40,
GOVL,,,,,,,,,,,,,,,,,,,,,,0.004533333,0.003911111,0.002066667,0.001844444,1,,9,9,
GUA1,GUARGR,Meliaceae,Guarea,grandifolia,Guarea multi,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,27.50896,8.872455,5.55,3.15,0.760335833,0.381905833,0.397903333,0.210225833,2,11,42,22,
GUA2,GUARGU,Meliaceae,Guarea,guidonia,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.899825,1.3577,2.85,1.6,0.2082025,0.098923333,0.143262083,0.069685833,4,20,57,57,0.153
GUAA,GUATAM,Annonaceae,Guatteria,amplifolia,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.4644612,0.149506,1,0,0.165946,0.102398,0.11211,0.073258,5,30,30,30,
GUAC,,,,,,,,,,,,,,,,,,0.17448,0.0291,1,0,0.04766,0.02084,0.03368,0.01624,1,5,5,5,
GUAD,GUATDU,Annonaceae,Guatteria,dumetorum,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.228,0.076623333,1,0,0.072201111,0.049814222,0.053238222,0.039343333,5,27,30,30,
GUAS,GUAPST,Nyctaginacea,Guapira,standleyana,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.814786667,0.17472,1,0,0.24652,0.118306667,0.124633333,0.061173333,3,15,15,15,
GUAU,GUAZUL,Sterculiacea,Guazuma,ulmifolia,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.335362778,1.793076939,54.22266543,10.76676974,0.004576929,0.003653975,0.001332208,0.001110909,7,55,219,164,0.004
GUSS,GUSTSU,Lecythidacea,Gustavia,superba,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,303.6690905,107.0369852,11.8015873,2.436507937,14.23705033,6.042451455,13.10967996,5.661719114,9,25,100,100,2.815
HAM1,HAMEAX,Rubiaceae,Hamelia,axillaris,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.12982,0.02084,1.85,1,0.01182,0.009535,0.0073975,0.004995,4,20,37,37,
HAM2,HAMPAP,Malvaceae,Hampea,appendiculat,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,1,,0.081653333,0.071116667,0.063093333,0.056833333,2,0,8,8,0.06
HAMP,HAMEPA,Rubiaceae,Hamelia,patens,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.423112,0.035316,197.24,0.36,0.019276,0.015404,,,5,25,25,0,0.00005
HASF,HASSFL,Flacourtiace,Hasseltia,floribunda,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.168413333,0.029006667,1.133333333,0.2,0.0378,0.014313333,0.02283,0.01123,3,15,16,11,
HAVF,HAVEFL,Clusiaceae,Clusia,flavida,Havetiopsis,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.790323333,0.231356667,30.93333333,2.766666667,0.005109167,0.001479167,0.003325,0.0014325,3,20,64,40,
HEIA,HEISAC,Olacaceae,Heisteria,acuminata,Heisteria lo,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.775555,0.308245,1,0,0.27142,0.197735,0.184445,0.148715,4,16,16,16,
HEIC,HEISCO,Olacaceae,Heisteria,concinna,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.969694,0.43206,1,0,0.419506,0.24627,0.286592,0.17005,5,28,28,28,
HEIS,HEISSC,Olacaceae,Heisteria,scandens,,1.000000,1.000000,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.499702222,0.165633333,1,0,0.267164722,0.114756389,0.177491111,0.067397778,6,20,20,20,
HEL1,,Heliconiacea,Heliconia,platystachys,,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.162223333,0.394325,1.6,1.25,0.249061111,0.168007778,0.081922222,0.062721111,3,10,18,18,
HELM,,Heliconiacea,Heliconia,mariae,,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.301096,0.126748,2.52,1.083333333,0.040894,0.029509333,0.018004,0.013318667,5,21,55,55,
HELV,,Heliconiacea,Heliconia,vaginalis,,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.81736,0.3156,2.4,,0.164503333,0.109356667,0.06908,0.053373333,1,5,12,12,
HERP,HERRPU,Sterculiacea,Herrania,purpurea,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,45.00865333,8.716218667,16.89333333,0.2,0.6481347,0.258748333,0.244513,0.184663,10,36,144,100,0.217
HETL,HETELA,Malpighiacea,Heteropteris,laurifolia,Heteropteris,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,0.077155556,0.064733333,0.033722222,0.027755556,1,,9,9,
HIPL,,Campanulacea,Hippobroma,longiflora,,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,0.00007
HIPV,HIPPVO,Hippocrateac,Hippocratea,volubilis,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.326214286,0.890342857,5.314285714,0.257142857,0.1738925,0.053492083,0.040225,0.021713333,8,35,142,48,
HIR1,HIRARE,Malpighiacea,Hiraea,reclinata,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,0.03493,0.02497,0.01548,0.01199,1,,10,10,
HIR2,HIRTRA,Chrysobalana,Hirtella,racemosa,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.47817,0.14323,1,0,0.138933333,0.104376667,0.06858,0.052873333,3,10,20,20,
HIRA,HIRTAM,Chrysobalana,Hirtella,americana,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.912316,0.45631,1,0,0.424034,0.27216,0.251302,0.187404,5,30,30,30,
HIRG,HIRAGR,Malpighiacea,Hiraea,grandifolia,,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,0.03807,0.03294,0.01624,0.0153,1,,10,10,
HIRQ,HIRAQU,Malpighiacea,Hiraea,smilacina,Hiraea quapa,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.036512,0.032144,1,,0.015796,0.0127464,0.013224,0.012352,5,25,25,25,
HIRT,HIRTTR,Chrysobalana,Hirtella,triandra,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.013448667,0.521581333,1,0,0.452068,0.289254,0.258372,0.188107333,5,25,25,25,
HUMD,HUMIDI,Humiriaceae,Humiriastrum,diguense,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.692985333,3.129084444,1.062222222,0.25,3.082862222,2.061184,0.106737333,0.059626667,5,29,29,32,
HURC,HURACR,Euphorbiacea,Hura,crepitans,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,54.5727,34.177,10,5,0.72215,0.322225,0.5626,0.212075,1,1,4,4,0.845
HYBP,HYBAPR,Violaceae,Hybanthus,prunifolius,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.398976,0.203566,4.64,1.62,0.0385215,0.021234533,0.024456667,0.017001333,5,30,101,81,0.012
HYEL,HYERAL,Euphorbiacea,Hieronyma,alchorneoide,Hyeronima la,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.030792,0.010068,1,0,0.010012,0.007292,0.00162,0.00096,5,25,25,25,0.007
HYLP,HYLEPR,Hippocrateac,Hylenaea,praecelsa,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,21.01458,11.68666253,3.6,0.433333333,3.208985833,2.098022292,1.728896042,1.176889792,4,17,57,57,2.027
HYMC,HYMECO,Fabaceae:Cae,Hymenaea,courbaril,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,131.9349109,114.3330373,5.854545455,0.15,5.411961818,4.602215682,2.990188839,2.625811012,2,16,52,32,5.418
INA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38
INAC,INGAS1,Fabaceae:Mim,Inga,acuminata,Inga acumina,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,21.14179667,7.03147,11.56666667,1.166666667,0.961283333,0.306518333,0.332225,0.184351667,3,16,64,64,
INFA,INGARU,Fabaceae:Mim,Inga,ruiziana,Inga fagifol,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,14.514572,4.591748,10.12,0,0.777106,0.268031,0.410407,0.230323,5,25,100,100,
INGO,INGAGO,Fabaceae:Mim,Inga,goldmanii,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,144.47338,47.285728,9.78,2.333333333,4.506525,1.487208,1.971504,0.990172,5,25,100,100,
INHA,,Fabaceae-Mim,Inga,hayesii,,NA,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.5042,2.383,2,0.333333333,0.381633333,0.188883333,0.308983333,0.171766667,1,3,6,6,
INM2,INGAM2,Fabaceae:Mim,Inga,multijuga,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,66.00100689,22.26035933,17.36888889,1.24,1.428768722,0.487898556,0.578630167,0.336192333,5,34,136,136,
INMA,INGAMA,Fabaceae:Mim,Inga,marginata,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,12.05565333,3.934066667,9.4,1,0.694473333,0.264931667,0.380161667,0.204555,3,11,44,44,
INPA,INGAPA,Fabaceae:Mim,Inga,pauciflora,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,25.67852,8.48378,15.6,1,0.86883,0.263685,0.30572,0.177895,1,5,20,20,
INPU,INGAPU,Fabaceae:Mim,Inga,punctata,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,15.1188,5.79934,10.13333333,0,0.908903333,0.356888333,0.423445,0.26239,3,15,60,60,
INQU,INGAQU,Fabaceae:Mim,Inga,nobilis,Inga quatern,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,12.85397778,4.786088889,11.11111111,0.166666667,0.526888889,0.22465,0.324102778,0.191613889,1,9,36,36,
INRU,,,,,,,,,,,,,,,,,,16.95824333,6.292536667,7.566666667,1.75,1.230060833,0.4358525,0.6111175,0.348160833,3,12,48,48,
INSA,INGASA,Fabaceae:Mim,Inga,sapindoides,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,54.252184,19.567768,13.04,1.68,1.390858,0.530055,0.734724,0.406354,5,25,100,100,
INTH,INGATH,Fabaceae:Mim,Inga,thibaudiana,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,15.070925,8.14465,17.25,0,0.52008125,0.232925,0.262625,0.16863125,1,4,16,16,
